material_id,formula,common_name,space_group,a_ang,b_ang,c_ang,alpha_deg,beta_deg,gamma_deg,volume_ang3,density_g_cm3,cif_file_path,capacity_reversible_mAh_g,voltage_discharge_avg_V,capacity_retention_100cyc_percent
206,MoS2(MS),MOS2,P6_3/mmc,3.16,3.16,12.3,90,90,120,105.5,4.8,cif_files/MOS2.cif,350,2,60
207,WS2(WS),WOS2,P6_3/mmc,3.15,3.15,12.3,90,90,120,104.8,19.25,cif_files/WOS2.cif,330,2.1,61
208,MoSe2(MSE),MOSE2,P6_3/mmc,3.29,3.29,13.1,90,90,120,123,5,cif_files/MOSE2.cif,320,1.9,62
209,WSe2(WSE),WOSE2,P6_3/mmc,3.28,3.28,13.1,90,90,120,122,9.32,cif_files/WOSE2.cif,300,2,63
210,MoTe2(MTE),MOTE2,P6_3/mmc,3.53,3.53,14,90,90,120,150,6.3,cif_files/MOTE2.cif,280,1.8,64
211,WTe2(WTE),WOTE2,P-1,3.47,3.47,14.2,90,90,120,147,9.85,cif_files/WOTE2.cif,260,1.9,65
212,FeS2(FS),FES2,Pa-3,5.42,5.42,5.42,90,90,90,159.02,5.01,cif_files/FES2.cif,240,1.7,66
213,NiS2(NS),NIS2,Pa-3,5.4,5.4,5.4,90,90,90,157.46,6.72,cif_files/NIS2.cif,220,1.8,67
214,CoS2(CS),COS2,Pa-3,5.38,5.38,5.38,90,90,90,155.92,4.89,cif_files/COS2.cif,200,1.9,68
215,CuS(CUS),CUS,P-62m,3.79,3.79,5,90,90,120,62.8,4.76,cif_files/CUS.cif,180,1.6,69
216,ZnS(ZS),ZNS,F-43m,5.42,5.42,5.42,90,90,90,159.02,4.09,cif_files/ZNS.cif,160,1.7,70
217,CdS(CDS),CDS,P6_3mc,4.14,4.14,6.7,90,90,120,103,4.82,cif_files/CDS.cif,140,1.8,71
218,HgS(HGS),HGS,R-3m,4.16,4.16,9.58,90,90,120,152,8.1,cif_files/HGS.cif,120,1.9,72
219,PbS(PBS),PBS,Fm-3m,5.93,5.93,5.93,90,90,90,208.04,7.6,cif_files/PBS.cif,100,2,73
220,Ag2S(AGS),AGS,Fm-3m,6.22,6.22,6.22,90,90,90,240.61,7.32,cif_files/AGS.cif,80,2.1,74
221,Au2S(AUS),AUS,Fm-3m,6.4,6.4,6.4,90,90,90,262.14,8.2,cif_files/AUS.cif,60,2.2,75
222,PtS(PTS),PTS,P-62m,3.36,3.36,5.7,90,90,120,56.5,9.8,cif_files/PTS.cif,40,2.3,76
223,PdS(PDS),PDS,P-62m,3.38,3.38,5.75,90,90,120,57.2,6.9,cif_files/PDS.cif,20,2.4,77
224,RhS(RHS),RHS,P-62m,3.39,3.39,5.8,90,90,120,57.9,8,cif_files/RHS.cif,10,2.5,78
225,IrS(IRS),IRS,P-62m,3.4,3.4,5.85,90,90,120,58.6,10,cif_files/IRS.cif,5,2.6,79
226,OsS(OSS),OSS,P-62m,3.41,3.41,5.9,90,90,120,59.3,11,cif_files/OSS.cif,2,2.7,80
227,RuS(RUS),RUS,P-62m,3.42,3.42,5.95,90,90,120,60,10,cif_files/RUS.cif,1,2.8,81
228,FeSe(FSE),FESE,Pnma,6,3.3,4.3,90,90,90,85,5.68,cif_files/FESE.cif,200,1.5,82
229,NiSe(NSE),NISE,P6_3/mmc,3.77,3.77,5.3,90,90,120,65,8.9,cif_files/NISE.cif,180,1.6,83
230,CoSe(CSE),COSE,P6_3/mmc,3.78,3.78,5.25,90,90,120,64,9.16,cif_files/COSE.cif,160,1.7,84
231,CuSe(CUSE),CUSE,P-62m,3.8,3.8,5.1,90,90,120,63,5.8,cif_files/CUSE.cif,140,1.4,85
232,ZnSe(ZNSE),ZNSE,F-43m,5.67,5.67,5.67,90,90,90,182,5.27,cif_files/ZNSE.cif,120,1.5,86
233,CdSe(CDSE),CDSE,P6_3mc,4.3,4.3,7,90,90,120,113,5.81,cif_files/CDSE.cif,100,1.6,87
234,HgSe(HGSE),HGSE,F-43m,6.08,6.08,6.08,90,90,90,224,8.09,cif_files/HGSE.cif,80,1.7,88
235,PbSe(PBSE),PBSE,Fm-3m,6.12,6.12,6.12,90,90,90,229,8.1,cif_files/PBSE.cif,60,1.8,89
236,Ag2Se(AGSE),AGSE,Fm-3m,6.5,6.5,6.5,90,90,90,274.63,8.06,cif_files/AGSE.cif,40,1.9,90
237,Au2Se(AUSE),AUSE,Fm-3m,6.6,6.6,6.6,90,90,90,287.49,9,cif_files/AUSE.cif,20,2,91
238,PtSe(PTSE),PTSE,P-62m,3.7,3.7,6.2,90,90,120,73,10,cif_files/PTSE.cif,10,2.1,92
239,PdSe(PDSE),PDSE,P-62m,3.72,3.72,6.25,90,90,120,74,8.5,cif_files/PDSE.cif,5,2.2,93
240,RhSe(RHSE),RHSE,P-62m,3.73,3.73,6.3,90,90,120,75,9.5,cif_files/RHSE.cif,2,2.3,94
241,IrSe(IRSE),IRSE,P-62m,3.74,3.74,6.35,90,90,120,76,11,cif_files/IRSE.cif,1,2.4,95
242,OsSe(OSSE),OSSE,P-62m,3.75,3.75,6.4,90,90,120,77,12,cif_files/OSSE.cif,0.5,2.5,96
243,RuSe(RUSE),RUSE,P-62m,3.76,3.76,6.45,90,90,120,78,11,cif_files/RUSE.cif,0.2,2.6,97
244,FeTe(FTE),FETE,Pnma,6.2,3.5,4.5,90,90,90,97,7,cif_files/FETE.cif,180,1.3,98
245,NiTe(NTE),NITE,P-62m,3.85,3.85,6.4,90,90,120,82,9.2,cif_files/NITE.cif,160,1.4,99
246,CoTe(CTE),COTE,P-62m,3.86,3.86,6.35,90,90,120,81,9.5,cif_files/COTE.cif,140,1.5,99.5
247,CuTe(CUTE),CUTE,P-62m,3.87,3.87,6.3,90,90,120,80,6.8,cif_files/CUTE.cif,120,1.2,99.8
248,ZnTe(ZNTE),ZNTE,F-43m,6.1,6.1,6.1,90,90,90,226.98,5.75,cif_files/ZNTE.cif,100,1.3,99.9
249,CdTe(CDTE),CDTE,F-43m,6.48,6.48,6.48,90,90,90,270.54,5.84,cif_files/CDTE.cif,80,1.4,99.95
250,HgTe(HGTE),HGTE,F-43m,6.46,6.46,6.46,90,90,90,268.08,8.95,cif_files/HGTE.cif,60,1.5,99.98
251,PbTe(PBTE),PBTE,Fm-3m,6.46,6.46,6.46,90,90,90,268.08,8.16,cif_files/PBTE.cif,40,1.6,99.99
252,Ag2Te(AGTE),AGTE,Fm-3m,6.7,6.7,6.7,90,90,90,300.76,8.3,cif_files/AGTE.cif,20,1.7,99.995
253,Au2Te(AUTE),AUTE,Fm-3m,6.8,6.8,6.8,90,90,90,314.43,10,cif_files/AUTE.cif,10,1.8,99.998
254,PtTe(PTTE),PTTE,P-62m,4.1,4.1,6.7,90,90,120,96,11,cif_files/PTTE.cif,5,1.9,99.999
255,PdTe(PDTE),PDTE,P-62m,4.12,4.12,6.75,90,90,120,97,9.5,cif_files/PDTE.cif,2,2,99.9995
256,RhTe(RHTE),RHTE,P-62m,4.13,4.13,6.8,90,90,120,98,10.5,cif_files/RHTE.cif,1,2.1,99.9998
257,IrTe(IRTE),IRTE,P-62m,4.14,4.14,6.85,90,90,120,99,12,cif_files/IRTE.cif,0.5,2.2,99.9999
258,OsTe(OSTE),OSTE,P-62m,4.15,4.15,6.9,90,90,120,100,13,cif_files/OSTE.cif,0.2,2.3,99.99995
259,RuTe(RUTE),RUTE,P-62m,4.16,4.16,6.95,90,90,120,101,12,cif_files/RUTE.cif,0.1,2.4,99.99998
260,FeAs(FAS),FEAS,Pnma,6.3,3.6,4.6,90,90,90,104,7.2,cif_files/FEAS.cif,160,1.2,99.99999
261,NiAs(NAS),NIAS,P6_3/mmc,3.6,3.6,5,90,90,120,58,9.4,cif_files/NIAS.cif,140,1.3,99.999995
262,CoAs(CAS),COAS,P6_3/mmc,3.58,3.58,4.98,90,90,120,56,9.7,cif_files/COAS.cif,120,1.4,99.999998
263,CuAs(CUAS),CUAS,P-62m,3.62,3.62,5.05,90,90,120,59,7,cif_files/CUAS.cif,100,1.1,99.999999
264,ZnAs(ZNAS),ZNAS,P6_3/mmc,3.95,3.95,5.2,90,90,120,70,6,cif_files/ZNAS.cif,80,1.2,100
265,CdAs(CDAS),CDAS,P6_3/mmc,4,4,5.25,90,90,120,72,6.2,cif_files/CDAS.cif,60,1.3,100
266,HgAs(HGAS),HGAS,P6_3/mmc,4.05,4.05,5.3,90,90,120,74,9.2,cif_files/HGAS.cif,40,1.4,100
267,PbAs(PBAS),PBAS,Pnma,6.35,3.65,4.65,90,90,90,106,8.2,cif_files/PBAS.cif,20,1.5,100
268,Ag2As(AGAS),AGAS,Fm-3m,6.8,6.8,6.8,90,90,90,314.43,8.5,cif_files/AGAS.cif,10,1.6,100
269,Au2As(AUAS),AUAS,Fm-3m,6.9,6.9,6.9,90,90,90,328.51,10.2,cif_files/AUAS.cif,5,1.7,100
270,PtAs(PTAS),PTAS,P-62m,3.9,3.9,6,90,90,120,78,11.2,cif_files/PTAS.cif,2,1.8,100
271,PdAs(PDAS),PDAS,P-62m,3.92,3.92,6.05,90,90,120,79,9.7,cif_files/PDAS.cif,1,1.9,100
272,RhAs(RHAS),RHAS,P-62m,3.93,3.93,6.1,90,90,120,80,10.7,cif_files/RHAS.cif,0.5,2,100
273,IrAs(IRAS),IRAS,P-62m,3.94,3.94,6.15,90,90,120,81,12.2,cif_files/IRAS.cif,0.2,2.1,100
274,OsAs(OSAS),OSAS,P-62m,3.95,3.95,6.2,90,90,120,82,13.2,cif_files/OSAS.cif,0.1,2.2,100
275,RuAs(RUAS),RUAS,P-62m,3.96,3.96,6.25,90,90,120,83,12.2,cif_files/RUAS.cif,0.05,2.3,100
276,FeSb(FSb),FESB,Pnma,6.4,3.7,4.7,90,90,90,111,7.4,cif_files/FESB.cif,140,1.1,100
277,NiSb(NISb),NISB,P6_3/mmc,4.05,4.05,5.1,90,90,120,76,9.6,cif_files/NISB.cif,120,1.2,100
278,CoSb(CoSb),COSB,P6_3/mmc,4.03,4.03,5.08,90,90,120,74,9.9,cif_files/COSB.cif,100,1.3,100
279,CuSb(CUSb),CUSB,P-62m,4.07,4.07,5.15,90,90,120,77,7.2,cif_files/CUSB.cif,80,1,100
280,ZnSb(ZnSb),ZNSB,P6_3/mmc,4.25,4.25,5.4,90,90,120,86,6.2,cif_files/ZNSB.cif,60,1.1,100
281,CdSb(CdSb),CDSB,P6_3/mmc,4.3,4.3,5.45,90,90,120,88,6.4,cif_files/CDSB.cif,40,1.2,100
282,HgSb(HgSb),HGSB,P6_3/mmc,4.35,4.35,5.5,90,90,120,90,9.4,cif_files/HGSB.cif,20,1.3,100
283,PbSb(PbSb),PBSB,Pnma,6.45,3.75,4.75,90,90,90,113,8.4,cif_files/PBSB.cif,10,1.4,100
284,Ag2Sb(AGSB),AGSB,Fm-3m,6.9,6.9,6.9,90,90,90,328.51,8.7,cif_files/AGSB.cif,5,1.5,100
285,Au2Sb(AUSB),AUSB,Fm-3m,7,7,7,90,90,90,343,10.4,cif_files/AUSB.cif,2,1.6,100
286,PtSb(PTSB),PTSB,P-62m,4.1,4.1,6.1,90,90,120,92,11.4,cif_files/PTSB.cif,1,1.7,100
287,PdSb(PDSB),PDSB,P-62m,4.12,4.12,6.15,90,90,120,93,9.9,cif_files/PDSB.cif,0.5,1.8,100
288,RhSb(RHSB),RHSB,P-62m,4.13,4.13,6.2,90,90,120,94,10.9,cif_files/RHSB.cif,0.2,1.9,100
289,IrSb(IRSB),IRSB,P-62m,4.14,4.14,6.25,90,90,120,95,12.4,cif_files/IRSB.cif,0.1,2,100
290,OsSb(OSSB),OSSB,P-62m,4.15,4.15,6.3,90,90,120,96,13.4,cif_files/OSSB.cif,0.05,2.1,100
291,RuSb(RUSB),RUSB,P-62m,4.16,4.16,6.35,90,90,120,97,12.4,cif_files/RUSB.cif,0.02,2.2,100
292,FeBi(FBI),FEBI,Pnma,6.5,3.8,4.8,90,90,90,118,7.6,cif_files/FEBI.cif,120,1,100
293,NiBi(NBI),NIBI,P6_3/mmc,4.1,4.1,5.2,90,90,120,80,9.8,cif_files/NIBI.cif,100,1.1,100
294,CoBi(CBI),COBI,P6_3/mmc,4.08,4.08,5.18,90,90,120,78,10.1,cif_files/COBI.cif,80,1.2,100
295,CuBi(CUBI),CUBI,P-62m,4.12,4.12,5.25,90,90,120,81,7.4,cif_files/CUBI.cif,60,0.9,100
296,ZnBi(ZNBI),ZNBI,P6_3/mmc,4.3,4.3,5.5,90,90,120,90,6.4,cif_files/ZNBI.cif,40,1,100
297,CdB(CDBI),CDBI,P6_3/mmc,4.35,4.35,5.55,90,90,120,92,6.6,cif_files/CDBI.cif,20,1.1,100
298,HgBi(HGBI),HGBI,P6_3/mmc,4.4,4.4,5.6,90,90,120,94,9.6,cif_files/HGBI.cif,10,1.2,100
299,PbBi(PBBI),PBBI,Pnma,6.55,3.85,4.85,90,90,90,120,8.6,cif_files/PBBI.cif,5,1.3,100
300,Ag2Bi(AGBI),AGBI,Fm-3m,7,7,7,90,90,90,343,8.9,cif_files/AGBI.cif,2,1.4,100
301,Au2Bi(AUBI),AUBI,Fm-3m,7.1,7.1,7.1,90,90,90,357.91,10.6,cif_files/AUBI.cif,1,1.5,100
302,PtBi(PTBI),PTBI,P-62m,4.3,4.3,6.2,90,90,120,106,11.6,cif_files/PTBI.cif,0.5,1.6,100
303,PdB(PDBI),PDBI,P-62m,4.32,4.32,6.25,90,90,120,107,10.1,cif_files/PDBI.cif,0.2,1.7,100
304,RhBi(RHBI),RHBI,P-62m,4.33,4.33,6.3,90,90,120,108,11.1,cif_files/RHBI.cif,0.1,1.8,100
305,IrBi(IRBI),IRBI,P-62m,4.34,4.34,6.35,90,90,120,109,12.6,cif_files/IRBI.cif,0.05,1.9,100
306,OsBi(OSBI),OSBI,P-62m,4.35,4.35,6.4,90,90,120,110,13.6,cif_files/OSBI.cif,0.02,2,100
307,RuBi(RUBI),RUBI,P-62m,4.36,4.36,6.45,90,90,120,111,12.6,cif_files/RUBI.cif,0.01,2.1,100
308,FeCl2(FCL),FECL2,P6_3/mmc,3.8,3.8,5.7,90,90,120,70,3,cif_files/FECL2.cif,100,1,100
309,NiCl2(NCL),NICL2,P6_3/mmc,3.52,3.52,5.6,90,90,120,60,3.3,cif_files/NICL2.cif,90,1.1,100
310,CoCl2(CCL),COCL2,P6_3/mmc,3.5,3.5,5.58,90,90,120,58,3.4,cif_files/COCL2.cif,80,1.2,100
311,CuCl2(CUCL),CUCL2,Pnma,7,3.6,3.4,90,90,90,85,4.1,cif_files/CUCL2.cif,70,0.9,100
312,ZnCl2(ZNCL),ZNCL2,P6_3/mmc,4,4,5.9,90,90,120,78,2.9,cif_files/ZNCL2.cif,60,1,100
313,CdCl2(CDCL),CDCL2,P6_3/mmc,4.05,4.05,5.95,90,90,120,80,4,cif_files/CDCL2.cif,50,1.1,100
314,HgCl2(HGCL),HGCL2,Pnma,4.09,9.8,3.99,90,102,90,158,5.6,cif_files/HGCL2.cif,40,1.2,100
315,PbCl2(PBCL),PBCL2,Pnma,7.4,4,8.8,90,90,90,260,5.3,cif_files/PBCL2.cif,30,1.3,100
316,AgCl(AGCL),AGCL,Fm-3m,5.55,5.55,5.55,90,90,90,171.03,5.56,cif_files/AGCL.cif,20,1.4,100
317,AuCl(AUCL),AUCL,Fm-3m,5.65,5.65,5.65,90,90,90,180.3,7.6,cif_files/AUCL.cif,10,1.5,100
318,PtCl(PTCL),PTCL,Fm-3m,5.75,5.75,5.75,90,90,90,190.1,8.6,cif_files/PTCL.cif,5,1.6,100
319,PdCl(PDCL),PDCL,Fm-3m,5.85,5.85,5.85,90,90,90,200.44,7.1,cif_files/PDCL.cif,2,1.7,100
320,RhCl(RHCL),RHCL,Fm-3m,5.95,5.95,5.95,90,90,90,211.31,8.1,cif_files/RHCL.cif,1,1.8,100
321,IrCl(IRCL),IRCL,Fm-3m,6.05,6.05,6.05,90,90,90,222.72,10.6,cif_files/IRCL.cif,0.5,1.9,100
322,OsCl(OSCL),OSCL,Fm-3m,6.15,6.15,6.15,90,90,90,234.67,11.6,cif_files/OSCL.cif,0.2,2,100
323,RuCl(RUCL),RUCL,Fm-3m,6.25,6.25,6.25,90,90,90,247.16,10.6,cif_files/RUCL.cif,0.1,2.1,100
324,FeBr2(FBR),FEBR2,P6_3/mmc,3.85,3.85,5.75,90,90,120,72,4.2,cif_files/FEBR2.cif,80,0.9,100
325,NiBr2(NBR),NIBR2,P6_3/mmc,3.57,3.57,5.65,90,90,120,62,4.5,cif_files/NIBR2.cif,70,1,100
326,CoBr2(CBR),COBR2,P6_3/mmc,3.55,3.55,5.63,90,90,120,60,4.6,cif_files/COBR2.cif,60,1.1,100
327,CuBr2(CUBR),CUBR2,Pnma,7.2,3.7,3.5,90,90,90,92,5.3,cif_files/CUBR2.cif,50,0.8,100
328,ZnBr2(ZNBR),ZNBR2,P6_3/mmc,4.05,4.05,5.95,90,90,120,80,4.1,cif_files/ZNBR2.cif,40,0.9,100
329,CdBr2(CDBR),CDBR2,P6_3/mmc,4.1,4.1,6,90,90,120,82,5.2,cif_files/CDBR2.cif,30,1,100
330,HgBr2(HGBR),HGBR2,Pnma,4.14,9.9,4.04,90,102,90,162,6.8,cif_files/HGBR2.cif,20,1.1,100
331,PbBr2(PBBR),PBBR2,Pnma,7.5,4.1,8.9,90,90,90,266,6.5,cif_files/PBBR2.cif,10,1.2,100
332,AgBr(AGBR),AGBR,Fm-3m,5.77,5.77,5.77,90,90,90,192.03,6.47,cif_files/AGBR.cif,5,1.3,100
333,AuBr(AUBR),AUBR,Fm-3m,5.87,5.87,5.87,90,90,90,202.27,8.8,cif_files/AUBR.cif,2,1.4,100
334,PtBr(PTBR),PTBR,Fm-3m,5.97,5.97,5.97,90,90,90,213.11,9.8,cif_files/PTBR.cif,1,1.5,100
335,PdBr(PDBR),PDBR,Fm-3m,6.07,6.07,6.07,90,90,90,224.49,8.3,cif_files/PDBR.cif,0.5,1.6,100
336,RhBr(RHBR),RHBR,Fm-3m,6.17,6.17,6.17,90,90,90,236.41,9.3,cif_files/RHBR.cif,0.2,1.7,100
337,IrBr(IRBR),IRBR,Fm-3m,6.27,6.27,6.27,90,90,90,248.87,11.8,cif_files/IRBR.cif,0.1,1.8,100
338,OsBr(OSBR),OSBR,Fm-3m,6.37,6.37,6.37,90,90,90,261.87,12.8,cif_files/OSBR.cif,0.05,1.9,100
339,RuBr(RUBR),RUBR,Fm-3m,6.47,6.47,6.47,90,90,90,275.41,11.8,cif_files/RUBR.cif,0.02,2,100
340,FeI2(FI),FEI2,P6_3/mmc,4,4,6.2,90,90,120,86,4.4,cif_files/FEI2.cif,60,0.8,100
341,NiI2(NI),NII2,P6_3/mmc,3.7,3.7,6.1,90,90,120,74,4.7,cif_files/NII2.cif,50,0.9,100
342,CoI2(CI),COI2,P6_3/mmc,3.68,3.68,6.08,90,90,120,72,4.8,cif_files/COI2.cif,40,1,100
343,CuI2(CUI),CUI2,Pnma,7.4,3.8,3.6,90,90,90,99,5.5,cif_files/CUI2.cif,30,0.7,100
344,ZnI2(ZNI),ZNI2,P6_3/mmc,4.2,4.2,6.1,90,90,120,96,4.3,cif_files/ZNI2.cif,20,0.8,100
345,CdI2(CDI),CDI2,P6_3/mmc,4.25,4.25,6.15,90,90,120,98,5.4,cif_files/CDI2.cif,10,0.9,100
346,HgI2(HGI),HGI2,P3_121,4.58,4.58,9.5,90,90,120,171,6.4,cif_files/HGI2.cif,5,1,100
347,PbI2(PBI),PBI2,P6_3/mmc,4.55,4.55,6.99,90,90,120,122,6.1,cif_files/PBI2.cif,2,1.1,100
348,AgI(AGI),AGI,Fm-3m,6.48,6.48,6.48,90,90,90,270.54,5.69,cif_files/AGI.cif,1,1.2,100
349,AuI(AUI),AUI,Fm-3m,6.58,6.58,6.58,90,90,90,286.33,9,cif_files/AUI.cif,0.5,1.3,100
350,PtI(PTI),PTI,Fm-3m,6.68,6.68,6.68,90,90,90,302.66,10,cif_files/PTI.cif,0.2,1.4,100
351,PdI(PDI),PDI,Fm-3m,6.78,6.78,6.78,90,90,90,319.53,8.5,cif_files/PDI.cif,0.1,1.5,100
352,RhI(RHI),RHI,Fm-3m,6.88,6.88,6.88,90,90,90,336.95,9.5,cif_files/RHI.cif,0.05,1.6,100
353,IrI(IRI),IRI,Fm-3m,6.98,6.98,6.98,90,90,90,354.91,12,cif_files/IRI.cif,0.02,1.7,100
354,OsI(OSI),OSI,Fm-3m,7.08,7.08,7.08,90,90,90,373.42,13,cif_files/OSI.cif,0.01,1.8,100
355,RuI(RUI),RUI,Fm-3m,7.18,7.18,7.18,90,90,90,392.48,12,cif_files/RUI.cif,0.005,1.9,100
356,FeO(FO),FEO,Fm-3m,4.3,4.3,4.3,90,90,90,79.51,6,cif_files/FEO.cif,200,2.7,77
357,NiO(NIO),NIO,Fm-3m,4.18,4.18,4.18,90,90,90,73.03,6.67,cif_files/NIO.cif,180,2.9,79
358,CoO(COO),COO,Fm-3m,4.26,4.26,4.26,90,90,90,77.27,6.44,cif_files/COO.cif,200,2.8,78
359,CuO(CUO),CUO,Fm-3m,4.27,4.27,4.27,90,90,90,77.79,6,cif_files/CUO.cif,160,3,80
360,ZnO(ZNO),ZNO,Fm-3m,4.58,4.58,4.58,90,90,90,95.83,5.61,cif_files/ZNO.cif,150,1.9,90
361,CdO(CDO),CDO,Fm-3m,4.69,4.69,4.69,90,90,90,102.5,8.15,cif_files/CDO.cif,140,2,91
362,PbO(PBO),PBO,Fm-3m,5.93,5.93,5.93,90,90,90,208.04,9.53,cif_files/PBO.cif,130,2.1,92
363,SnO(SNO),SNO,Fm-3m,4.7,4.7,4.7,90,90,90,103.82,6.48,cif_files/SNO.cif,120,2.2,93
364,GeO(GEO),GEO,Fm-3m,4.35,4.35,4.35,90,90,90,81.94,5.58,cif_files/GEO.cif,110,2.3,94
365,SiO(SIO),SIO,Fm-3m,4,4,4,90,90,90,64,4.7,cif_files/SIO.cif,100,2.4,95
366,CO(CO),COO,Fm-3m,4.07,4.07,4.07,90,90,90,67.42,1.5,cif_files/COO.cif,90,2.5,96
367,SiC(SIC),SIC,F-43m,4.36,4.36,4.36,90,90,90,82.29,3.21,cif_files/SIC.cif,80,2.6,97
368,AlN(ALN),ALN,P6_3mc,3.11,3.11,4.98,90,90,120,44.57,3.26,cif_files/ALN.cif,70,2.7,98
369,GaN(GAN),GAN,P6_3mc,3.19,3.19,5.18,90,90,120,46.16,6.15,cif_files/GAN.cif,60,2.8,99
370,InN(INN),INN,P6_3mc,3.54,3.54,5.69,90,90,120,61.98,6.81,cif_files/INN.cif,50,2.9,99.5
371,BN(BNN),BNN,P6_3mc,2.5,2.5,6.7,90,90,120,35.6,2.25,cif_files/BNN.cif,40,3,99.8
372,MoS(MOS),MOS,P6_3/mmc,3.16,3.16,12.3,90,90,120,105.5,4.8,cif_files/MOS.cif,350,2,60
373,WS(WOS),WOS,P6_3/mmc,3.15,3.15,12.3,90,90,120,104.8,19.25,cif_files/WOS.cif,330,2.1,61
374,MoSe(MOSE),MOSE,P6_3/mmc,3.29,3.29,13.1,90,90,120,123,5,cif_files/MOSE.cif,320,1.9,62
375,WSe(WOSE),WOSE,P6_3/mmc,3.28,3.28,13.1,90,90,120,122,9.32,cif_files/WOSE.cif,300,2,63
376,MoTe(MOTE),MOTE,P6_3/mmc,3.53,3.53,14,90,90,120,150,6.3,cif_files/MOTE.cif,280,1.8,64
377,WTe(WOTE),WOTE,P-1,3.47,3.47,14.2,90,90,120,147,9.85,cif_files/WOTE.cif,260,1.9,65
378,FeS(FES),FES,Pa-3,5.42,5.42,5.42,90,90,90,159.02,5.01,cif_files/FES.cif,240,1.7,66
379,NiS(NIS),NIS,Pa-3,5.4,5.4,5.4,90,90,90,157.46,6.72,cif_files/NIS.cif,220,1.8,67
380,CoS(COS),COS,Pa-3,5.38,5.38,5.38,90,90,90,155.92,4.89,cif_files/COS.cif,200,1.9,68
381,CuS(CUS),CUS,P-62m,3.79,3.79,5,90,90,120,62.8,4.76,cif_files/CUS.cif,180,1.6,69
382,ZnS(ZNS),ZNS,F-43m,5.42,5.42,5.42,90,90,90,159.02,4.09,cif_files/ZNS.cif,160,1.7,70
383,CdS(CDS),CDS,P6_3mc,4.14,4.14,6.7,90,90,120,103,4.82,cif_files/CDS.cif,140,1.8,71
384,HgS(HGS),HGS,R-3m,4.16,4.16,9.58,90,90,120,152,8.1,cif_files/HGS.cif,120,1.9,72
385,PbS(PBS),PBS,Fm-3m,5.93,5.93,5.93,90,90,90,208.04,7.6,cif_files/PBS.cif,100,2,73
386,Ag2S(AGS),AGS,Fm-3m,6.22,6.22,6.22,90,90,90,240.61,7.32,cif_files/AGS.cif,80,2.1,74
387,Au2S(AUS),AUS,Fm-3m,6.4,6.4,6.4,90,90,90,262.14,8.2,cif_files/AUS.cif,60,2.2,75
388,PtS(PTS),PTS,P-62m,3.36,3.36,5.7,90,90,120,56.5,9.8,cif_files/PTS.cif,40,2.3,76
389,PdS(PDS),PDS,P-62m,3.38,3.38,5.75,90,90,120,57.2,6.9,cif_files/PDS.cif,20,2.4,77
390,RhS(RHS),RHS,P-62m,3.39,3.39,5.8,90,90,120,57.9,8,cif_files/RHS.cif,10,2.5,78
391,IrS(IRS),IRS,P-62m,3.4,3.4,5.85,90,90,120,58.6,10,cif_files/IRS.cif,5,2.6,79
392,OsS(OSS),OSS,P-62m,3.41,3.41,5.9,90,90,120,59.3,11,cif_files/OSS.cif,2,2.7,80
393,RuS(RUS),RUS,P-62m,3.42,3.42,5.95,90,90,120,60,10,cif_files/RUS.cif,1,2.8,81
394,FeSe(FSE),FSE,Pnma,6,3.3,4.3,90,90,90,85,5.68,cif_files/FSE.cif,200,1.5,82
395,NiSe(NSE),NSE,P6_3/mmc,3.77,3.77,5.3,90,90,120,65,8.9,cif_files/NSE.cif,180,1.6,83
396,CoSe(CSE),CSE,P6_3/mmc,3.78,3.78,5.25,90,90,120,64,9.16,cif_files/CSE.cif,160,1.7,84
397,CuSe(CUSE),CUSE,P-62m,3.8,3.8,5.1,90,90,120,63,5.8,cif_files/CUSE.cif,140,1.4,85
398,ZnSe(ZNSE),ZNSE,F-43m,5.67,5.67,5.67,90,90,90,182,5.27,cif_files/ZNSE.cif,120,1.5,86
399,CdSe(CDSE),CDSE,P6_3mc,4.3,4.3,7,90,90,120,113,5.81,cif_files/CDSE.cif,100,1.6,87
400,HgSe(HGSE),HGSE,F-43m,6.08,6.08,6.08,90,90,90,224,8.09,cif_files/HGSE.cif,80,1.7,88
401,PbSe(PBSE),PBSE,Fm-3m,6.12,6.12,6.12,90,90,90,229,8.1,cif_files/PBSE.cif,60,1.8,89
402,Ag2Se(AGSE),AGSE,Fm-3m,6.5,6.5,6.5,90,90,90,274.63,8.06,cif_files/AGSE.cif,40,1.9,90
403,Au2Se(AUSE),AUSE,Fm-3m,6.6,6.6,6.6,90,90,90,287.49,9,cif_files/AUSE.cif,20,2,91
404,PtSe(PTSE),PTSE,P-62m,3.7,3.7,6.2,90,90,120,73,10,cif_files/PTSE.cif,10,2.1,92
405,PdSe(PDSE),PDSE,P-62m,3.72,3.72,6.25,90,90,120,74,8.5,cif_files/PDSE.cif,5,2.2,93
406,RhSe(RHSE),RHSE,P-62m,3.73,3.73,6.3,90,90,120,75,9.5,cif_files/RHSE.cif,2,2.3,94
407,IrSe(IRSE),IRSE,P-62m,3.74,3.74,6.35,90,90,120,76,11,cif_files/IRSE.cif,1,2.4,95
408,OsSe(OSSE),OSSE,P-62m,3.75,3.75,6.4,90,90,120,77,12,cif_files/OSSE.cif,0.5,2.5,96
409,RuSe(RUSE),RUSE,P-62m,3.76,3.76,6.45,90,90,120,78,11,cif_files/RUSE.cif,0.2,2.6,97
